"year","state","ideology","total"
2009,"Missouri","Christian Identity",3
2009,"Missouri","Ku Klux Klan",7
2009,"Missouri","Neo-Confederate",1
2009,"Missouri","Neo-Nazi",5
2009,"Missouri","Racist Skinhead",4
2009,"Missouri","White Nationalist",6
2009,"Missouri",NA,5
2009,"Montana","Christian Identity",1
2009,"Montana","Hate Music",1
2009,"Montana","Neo-Confederate",1
2009,"Montana","Neo-Nazi",9
2009,"Nebraska","Christian Identity",1
2009,"Nebraska","Neo-Nazi",2
2009,"Nebraska",NA,1
2009,"Nevada","Anti-Immigrant",1
2009,"Nevada","General Hate",1
2009,"Nevada","Ku Klux Klan",2
2009,"Nevada","Neo-Nazi",4
2009,"Nevada","Racist Skinhead",1
2009,"Nevada","White Nationalist",5
2009,"Nevada",NA,1
2009,"New Hampshire","Ku Klux Klan",1
2009,"New Hampshire","Neo-Nazi",1
2009,"New Hampshire","Radical Traditional Catholicism",2
2009,"New Hampshire","White Nationalist",1
2009,"New Jersey","Christian Identity",1
2009,"New Jersey","Hate Music",2
2009,"New Jersey","Ku Klux Klan",2
2009,"New Jersey","Neo-Nazi",6
2009,"New Jersey","Racist Skinhead",23
2009,"New Jersey","White Nationalist",3
2009,"New Jersey",NA,7
2009,"New Mexico","Ku Klux Klan",1
2009,"New Mexico","White Nationalist",1
2009,"New York","Christian Identity",1
2009,"New York","General Hate",3
2009,"New York","Holocaust Denial",1
2009,"New York","Ku Klux Klan",2
2009,"New York","Neo-Nazi",5
2009,"New York","Racist Skinhead",2
2009,"New York","Radical Traditional Catholicism",2
2009,"New York","White Nationalist",6
2009,"New York",NA,9
2009,"North Carolina","Ku Klux Klan",6
2009,"North Carolina","Neo-Confederate",4
2009,"North Carolina","Neo-Nazi",5
2009,"North Carolina","Racist Skinhead",4
2009,"North Carolina","White Nationalist",2
2009,"North Carolina",NA,8
2009,"North Dakota","White Nationalist",1
2009,"Ohio","Christian Identity",1
2009,"Ohio","Hate Music",2
2009,"Ohio","Ku Klux Klan",7
2009,"Ohio","Neo-Nazi",7
2009,"Ohio","Racist Skinhead",4
2009,"Ohio","White Nationalist",2
2009,"Ohio",NA,4
2009,"Oklahoma","General Hate",1
2009,"Oklahoma","Ku Klux Klan",7
2009,"Oklahoma","Neo-Confederate",1
2009,"Oklahoma","Neo-Nazi",2
2009,"Oklahoma","Racist Skinhead",2
2009,"Oklahoma","White Nationalist",1
2009,"Oklahoma",NA,1
2009,"Oregon","Christian Identity",1
2009,"Oregon","General Hate",1
2009,"Oregon","Ku Klux Klan",1
2009,"Oregon","Neo-Nazi",3
2009,"Oregon","Racist Skinhead",2
2009,"Oregon","White Nationalist",1
2009,"Oregon",NA,1
2009,"Pennsylvania","Hate Music",1
2009,"Pennsylvania","Ku Klux Klan",1
2009,"Pennsylvania","Neo-Nazi",6
2009,"Pennsylvania","Racist Skinhead",7
2009,"Pennsylvania","Radical Traditional Catholicism",3
2009,"Pennsylvania","White Nationalist",3
2009,"Pennsylvania",NA,7
2009,"Rhode Island","Ku Klux Klan",2
2009,"Rhode Island","White Nationalist",1
2009,"South Carolina","General Hate",2
2009,"South Carolina","Ku Klux Klan",2
2009,"South Carolina","Neo-Confederate",18
2009,"South Carolina","Neo-Nazi",3
2009,"South Carolina","White Nationalist",8
2009,"South Carolina",NA,3
2009,"South Dakota","General Hate",1
2009,"South Dakota","Neo-Nazi",2
2009,"Tennessee","Christian Identity",2
2009,"Tennessee","Ku Klux Klan",15
2009,"Tennessee","Neo-Confederate",4
2009,"Tennessee","Neo-Nazi",4
2009,"Tennessee","Racist Skinhead",2
2009,"Tennessee","White Nationalist",8
2009,"Tennessee",NA,2
2009,"Texas","Anti-Immigrant",1
2009,"Texas","Christian Identity",3
2009,"Texas","General Hate",4
2009,"Texas","Hate Music",1
2009,"Texas","Ku Klux Klan",26
2009,"Texas","Neo-Confederate",6
2009,"Texas","Neo-Nazi",7
2009,"Texas","Racist Skinhead",8
2009,"Texas","Radical Traditional Catholicism",2
2009,"Texas","White Nationalist",3
2009,"Texas",NA,5
2009,"Utah","Anti-LGBTQ",2
2009,"Utah","General Hate",1
2009,"Utah","Ku Klux Klan",1
2009,"Utah","Neo-Nazi",1
2009,"Utah","White Nationalist",1
2009,"Vermont","White Nationalist",1
2009,"Virginia","Anti-Immigrant",1
2009,"Virginia","Christian Identity",1
2009,"Virginia","Ku Klux Klan",5
2009,"Virginia","Neo-Nazi",4
2009,"Virginia","Racist Skinhead",2
2009,"Virginia","Radical Traditional Catholicism",1
2009,"Virginia","White Nationalist",6
2009,"Virginia",NA,2
2009,"Washington","Anti-LGBTQ",1
2009,"Washington","Christian Identity",3
2009,"Washington","Ku Klux Klan",1
2009,"Washington","Neo-Nazi",3
2009,"Washington","Racist Skinhead",3
2009,"Washington","Radical Traditional Catholicism",1
2009,"Washington","White Nationalist",2
2009,"Washington",NA,1
2009,"West Virginia","General Hate",1
2009,"West Virginia","Hate Music",2
2009,"West Virginia","Ku Klux Klan",3
2009,"West Virginia","Neo-Nazi",6
2009,"West Virginia","White Nationalist",1
2009,"Wisconsin","Ku Klux Klan",1
2009,"Wisconsin","Neo-Nazi",4
2009,"Wisconsin","Racist Skinhead",2
2009,"Wisconsin",NA,1
2009,"Wyoming","Ku Klux Klan",3
2009,"Wyoming","Neo-Nazi",1
2010,"Alabama","Christian Identity",1
2010,"Alabama","Ku Klux Klan",8
2010,"Alabama","Neo-Confederate",7
2010,"Alabama","Neo-Nazi",2
2010,"Alabama","Racist Skinhead",2
2010,"Alabama","White Nationalist",8
2010,"Alabama",NA,5
2010,"Arizona","Anti-Immigrant",3
2010,"Arizona","Anti-LGBTQ",1
2010,"Arizona","General Hate",3
2010,"Arizona","Ku Klux Klan",3
2010,"Arizona","Neo-Nazi",6
2010,"Arizona","Racist Skinhead",3
2010,"Arizona","White Nationalist",2
2010,"Arizona",NA,1
2010,"Arkansas","Christian Identity",2
2010,"Arkansas","General Hate",5
2010,"Arkansas","Hate Music",3
2010,"Arkansas","Ku Klux Klan",8
2010,"Arkansas","Neo-Confederate",2
2010,"Arkansas","Neo-Nazi",3
2010,"Arkansas","Racist Skinhead",2
2010,"Arkansas","White Nationalist",1
2010,"Arkansas",NA,3
2010,"California","Anti-Immigrant",3
2010,"California","Anti-LGBTQ",3
2010,"California","General Hate",7
2010,"California","Hate Music",2
2010,"California","Holocaust Denial",4
2010,"California","Ku Klux Klan",3
2010,"California","Neo-Confederate",1
2010,"California","Neo-Nazi",9
2010,"California","Racist Skinhead",10
2010,"California","Radical Traditional Catholicism",2
2010,"California","White Nationalist",10
2010,"California",NA,14
2010,"Colorado","Anti-LGBTQ",1
2010,"Colorado","Christian Identity",1
2010,"Colorado","General Hate",4
2010,"Colorado","Hate Music",1
2010,"Colorado","Ku Klux Klan",2
2010,"Colorado","Neo-Nazi",6
2010,"Colorado","Racist Skinhead",2
2010,"Colorado","White Nationalist",1
2010,"Colorado",NA,1
2010,"Connecticut","Ku Klux Klan",1
2010,"Connecticut","Neo-Nazi",2
2010,"Connecticut","Racist Skinhead",1
2010,"Connecticut","White Nationalist",1
2010,"Connecticut",NA,1
2010,"Delaware","Hate Music",1
2010,"Delaware","Ku Klux Klan",1
2010,"Delaware","Neo-Nazi",2
2010,"Delaware",NA,1
2010,"District of Columbia","Anti-Immigrant",1
2010,"District of Columbia","Anti-LGBTQ",2
2010,"District of Columbia","General Hate",1
2010,"District of Columbia","Holocaust Denial",1
2010,"District of Columbia","Ku Klux Klan",1
2010,"District of Columbia","White Nationalist",2
2010,"District of Columbia",NA,4
2010,"Florida","General Hate",4
2010,"Florida","Ku Klux Klan",5
2010,"Florida","Neo-Confederate",5
2010,"Florida","Neo-Nazi",9
2010,"Florida","Racist Skinhead",9
2010,"Florida","White Nationalist",7
2010,"Florida",NA,10
2010,"Georgia","Anti-LGBTQ",1
2010,"Georgia","Anti-Muslim",1
2010,"Georgia","Christian Identity",1
2010,"Georgia","Ku Klux Klan",10
2010,"Georgia","Neo-Confederate",5
2010,"Georgia","Neo-Nazi",6
2010,"Georgia","Racist Skinhead",3
2010,"Georgia","White Nationalist",6
2010,"Georgia",NA,6
2010,"Idaho","Christian Identity",2
2010,"Idaho","Holocaust Denial",2
2010,"Idaho","Ku Klux Klan",1
2010,"Idaho","Neo-Nazi",3
2010,"Idaho","Racist Skinhead",3
2010,"Idaho","White Nationalist",2
2010,"Illinois","Anti-LGBTQ",3
2010,"Illinois","Christian Identity",1
2010,"Illinois","General Hate",2
2010,"Illinois","Ku Klux Klan",6
2010,"Illinois","Neo-Nazi",6
2010,"Illinois","Racist Skinhead",5
2010,"Illinois","White Nationalist",4
2010,"Illinois",NA,2
2010,"Indiana","Christian Identity",1
2010,"Indiana","General Hate",1
2010,"Indiana","Ku Klux Klan",7
2010,"Indiana","Neo-Confederate",1
2010,"Indiana","Neo-Nazi",2
2010,"Indiana","Racist Skinhead",4
2010,"Indiana","Radical Traditional Catholicism",2
2010,"Indiana","White Nationalist",4
2010,"Indiana",NA,2
2010,"Iowa","Ku Klux Klan",2
2010,"Iowa","Neo-Nazi",2
2010,"Iowa","Racist Skinhead",2
2010,"Kansas","Anti-LGBTQ",1
2010,"Kansas","Ku Klux Klan",1
2010,"Kansas","Neo-Nazi",3
2010,"Kansas","Racist Skinhead",1
2010,"Kentucky","Christian Identity",2
2010,"Kentucky","Ku Klux Klan",7
2010,"Kentucky","Neo-Confederate",1
2010,"Kentucky","Neo-Nazi",1
2010,"Kentucky","Racist Skinhead",2
2010,"Kentucky",NA,2
2010,"Louisiana","Christian Identity",1
2010,"Louisiana","General Hate",2
2010,"Louisiana","Ku Klux Klan",12
2010,"Louisiana","Neo-Confederate",1
2010,"Louisiana","Neo-Nazi",2
2010,"Louisiana","White Nationalist",4
2010,"Louisiana",NA,3
2010,"Maine","Neo-Nazi",1
2010,"Maine","Racist Skinhead",2
2010,"Maryland","Ku Klux Klan",5
2010,"Maryland","Neo-Confederate",1
2010,"Maryland","Neo-Nazi",5
2010,"Maryland","Racist Skinhead",1
2010,"Maryland","White Nationalist",2
2010,"Maryland",NA,3
2010,"Massachusetts","Anti-LGBTQ",2
2010,"Massachusetts","General Hate",1
2010,"Massachusetts","Ku Klux Klan",1
2010,"Massachusetts","Neo-Nazi",1
2010,"Massachusetts","Racist Skinhead",1
2010,"Massachusetts","White Nationalist",2
2010,"Massachusetts",NA,2
2010,"Michigan","Christian Identity",2
2010,"Michigan","General Hate",1
2010,"Michigan","Ku Klux Klan",7
2010,"Michigan","Neo-Nazi",7
2010,"Michigan","Neo-Völkisch",1
2010,"Michigan","Racist Skinhead",6
2010,"Michigan","White Nationalist",3
2010,"Michigan",NA,8
2010,"Minnesota","Christian Identity",1
2010,"Minnesota","Neo-Nazi",3
2010,"Minnesota","Radical Traditional Catholicism",1
2010,"Minnesota","White Nationalist",1
2010,"Minnesota",NA,1
2010,"Mississippi","Anti-Immigrant",1
2010,"Mississippi","Anti-LGBTQ",1
2010,"Mississippi","Ku Klux Klan",15
2010,"Mississippi","Neo-Confederate",2
2010,"Mississippi","Neo-Nazi",3
2010,"Mississippi","Racist Skinhead",4
2010,"Mississippi","White Nationalist",11
2010,"Mississippi",NA,3
2010,"Missouri","Christian Identity",3
2010,"Missouri","General Hate",1
2010,"Missouri","Ku Klux Klan",5
2010,"Missouri","Neo-Confederate",1
2010,"Missouri","Neo-Nazi",2
2010,"Missouri","Racist Skinhead",5
2010,"Missouri","White Nationalist",4
2010,"Missouri",NA,5
2010,"Montana","Hate Music",1
2010,"Montana","Ku Klux Klan",1
2010,"Montana","Neo-Confederate",1
2010,"Montana","Neo-Nazi",10
2010,"Nebraska","Christian Identity",1
2010,"Nebraska","Ku Klux Klan",2
2010,"Nebraska","Neo-Nazi",2
2010,"Nebraska","Racist Skinhead",1
2010,"Nebraska",NA,2
2010,"Nevada","Anti-Immigrant",1
2010,"Nevada","General Hate",1
2010,"Nevada","Ku Klux Klan",1
2010,"Nevada","Neo-Nazi",4
2010,"Nevada","Racist Skinhead",1
2010,"Nevada","White Nationalist",5
2010,"Nevada",NA,2
2010,"New Hampshire","Ku Klux Klan",1
2010,"New Hampshire","Radical Traditional Catholicism",2
2010,"New Hampshire","White Nationalist",2
2010,"New Jersey","Hate Music",1
2010,"New Jersey","Ku Klux Klan",2
2010,"New Jersey","Neo-Nazi",5
2010,"New Jersey","Racist Skinhead",23
2010,"New Jersey","White Nationalist",4
2010,"New Jersey",NA,12
2010,"New Mexico","Christian Identity",1
2010,"New Mexico","Ku Klux Klan",2
2010,"New York","Anti-Muslim",3
2010,"New York","General Hate",3
2010,"New York","Holocaust Denial",1
2010,"New York","Ku Klux Klan",3
2010,"New York","Neo-Nazi",4
2010,"New York","Racist Skinhead",1
2010,"New York","Radical Traditional Catholicism",3
2010,"New York","White Nationalist",6
2010,"New York",NA,7
2010,"North Carolina","Anti-Muslim",1
2010,"North Carolina","Ku Klux Klan",5
2010,"North Carolina","Neo-Confederate",1
2010,"North Carolina","Neo-Nazi",3
2010,"North Carolina","Racist Skinhead",5
2010,"North Carolina","White Nationalist",5
2010,"North Carolina",NA,8
2010,"North Dakota","Ku Klux Klan",2
2010,"North Dakota","Neo-Nazi",2
2010,"Ohio","Christian Identity",1
2010,"Ohio","Hate Music",2
2010,"Ohio","Ku Klux Klan",9
2010,"Ohio","Neo-Nazi",6
2010,"Ohio","Racist Skinhead",7
2010,"Ohio","White Nationalist",2
2010,"Ohio",NA,5
2010,"Oklahoma","General Hate",1
2010,"Oklahoma","Ku Klux Klan",9
2010,"Oklahoma","Neo-Confederate",2
2010,"Oklahoma","Neo-Nazi",4
2010,"Oklahoma","Racist Skinhead",1
2010,"Oklahoma","White Nationalist",2
2010,"Oklahoma",NA,4
2010,"Oregon","General Hate",1
2010,"Oregon","Ku Klux Klan",1
2010,"Oregon","Neo-Nazi",4
2010,"Oregon","Racist Skinhead",4
2010,"Oregon","White Nationalist",1
2010,"Oregon",NA,4
2010,"Pennsylvania","Anti-Muslim",1
2010,"Pennsylvania","Hate Music",2
2010,"Pennsylvania","Ku Klux Klan",5
2010,"Pennsylvania","Neo-Nazi",4
2010,"Pennsylvania","Racist Skinhead",10
2010,"Pennsylvania","Radical Traditional Catholicism",3
2010,"Pennsylvania","White Nationalist",2
2010,"Pennsylvania",NA,9
2010,"Rhode Island","Ku Klux Klan",2
2010,"South Carolina","General Hate",2
2010,"South Carolina","Ku Klux Klan",4
2010,"South Carolina","Neo-Confederate",7
2010,"South Carolina","Neo-Nazi",5
2010,"South Carolina","White Nationalist",9
2010,"South Carolina",NA,3
2010,"South Dakota","General Hate",1
2010,"South Dakota","Ku Klux Klan",1
2010,"Tennessee","Christian Identity",1
2010,"Tennessee","Ku Klux Klan",15
2010,"Tennessee","Neo-Confederate",2
2010,"Tennessee","Neo-Nazi",5
2010,"Tennessee","Racist Skinhead",2
2010,"Tennessee","White Nationalist",7
2010,"Tennessee",NA,3
2010,"Texas","Anti-Immigrant",1
2010,"Texas","Anti-LGBTQ",1
2010,"Texas","Christian Identity",2
2010,"Texas","General Hate",4
2010,"Texas","Hate Music",1
2010,"Texas","Ku Klux Klan",23
2010,"Texas","Neo-Confederate",1
2010,"Texas","Neo-Nazi",8
2010,"Texas","Racist Skinhead",5
2010,"Texas","Radical Traditional Catholicism",2
2010,"Texas","White Nationalist",3
2010,"Texas",NA,8
2010,"Utah","Anti-LGBTQ",1
2010,"Utah","General Hate",1
2010,"Utah","Ku Klux Klan",2
2010,"Utah","Neo-Nazi",2
2010,"Vermont","Ku Klux Klan",2
2010,"Virginia","Anti-Immigrant",1
2010,"Virginia","Christian Identity",1
2010,"Virginia","Ku Klux Klan",7
2010,"Virginia","Neo-Confederate",1
2010,"Virginia","Neo-Nazi",3
2010,"Virginia","Racist Skinhead",5
2010,"Virginia","Radical Traditional Catholicism",1
2010,"Virginia","White Nationalist",8
2010,"Virginia",NA,2
2010,"Washington","Christian Identity",1
2010,"Washington","Ku Klux Klan",1
2010,"Washington","Neo-Nazi",4
2010,"Washington","Racist Skinhead",2
2010,"Washington","Radical Traditional Catholicism",1
2010,"Washington","White Nationalist",2
2010,"Washington",NA,2
2010,"West Virginia","General Hate",1
2010,"West Virginia","Hate Music",2
2010,"West Virginia","Ku Klux Klan",5
2010,"West Virginia","Neo-Nazi",3
2010,"West Virginia","White Nationalist",2
2010,"Wisconsin","Ku Klux Klan",1
2010,"Wisconsin","Neo-Nazi",4
2010,"Wisconsin","Racist Skinhead",1
2010,"Wisconsin","White Nationalist",1
2010,"Wisconsin",NA,1
2010,"Wyoming","Ku Klux Klan",3
2010,"Wyoming","Neo-Nazi",2
2011,"Alabama","Anti-LGBTQ",1
2011,"Alabama","Ku Klux Klan",9
2011,"Alabama","Neo-Confederate",8
2011,"Alabama","Neo-Nazi",3
2011,"Alabama","Racist Skinhead",2
2011,"Alabama","White Nationalist",7
2011,"Alabama",NA,2
2011,"Alaska","Racist Skinhead",1
2011,"Arizona","Anti-Immigrant",3
2011,"Arizona","Anti-LGBTQ",2
2011,"Arizona","Christian Identity",1
2011,"Arizona","General Hate",3
2011,"Arizona","Ku Klux Klan",1
2011,"Arizona","Neo-Nazi",2
2011,"Arizona","Racist Skinhead",1
2011,"Arizona","White Nationalist",3
2011,"Arizona",NA,1
2011,"Arkansas","Christian Identity",2
2011,"Arkansas","General Hate",5
2011,"Arkansas","Hate Music",3
2011,"Arkansas","Ku Klux Klan",5
2011,"Arkansas","Neo-Confederate",1
2011,"Arkansas","Neo-Nazi",4
2011,"Arkansas","Racist Skinhead",2
2011,"Arkansas","White Nationalist",2
2011,"Arkansas",NA,2
2011,"California","Anti-Immigrant",3
2011,"California","Anti-LGBTQ",3
2011,"California","Anti-Muslim",7
2011,"California","Christian Identity",1
2011,"California","General Hate",16
2011,"California","Hate Music",2
2011,"California","Holocaust Denial",4
2011,"California","Ku Klux Klan",2
2011,"California","Neo-Confederate",1
2011,"California","Neo-Nazi",11
2011,"California","Racist Skinhead",11
2011,"California","Radical Traditional Catholicism",2
2011,"California","White Nationalist",9
2011,"California",NA,12
2011,"Colorado","Anti-LGBTQ",1
2011,"Colorado","Anti-Muslim",1
2011,"Colorado","Christian Identity",1
2011,"Colorado","General Hate",3
2011,"Colorado","Hate Music",1
2011,"Colorado","Ku Klux Klan",2
2011,"Colorado","Neo-Nazi",2
2011,"Colorado","Racist Skinhead",2
2011,"Colorado","White Nationalist",1
2011,"Colorado",NA,1
2011,"Connecticut","Ku Klux Klan",1
2011,"Connecticut","Neo-Nazi",2
2011,"Connecticut","White Nationalist",1
2011,"Connecticut",NA,1
2011,"Delaware","Hate Music",1
2011,"Delaware","Ku Klux Klan",1
2011,"Delaware","Neo-Nazi",3
2011,"District of Columbia","Anti-Immigrant",1
2011,"District of Columbia","Anti-LGBTQ",2
2011,"District of Columbia","Anti-Muslim",1
2011,"District of Columbia","General Hate",3
2011,"District of Columbia","Holocaust Denial",1
2011,"District of Columbia","White Nationalist",2
2011,"District of Columbia",NA,3
2011,"Florida","Anti-Muslim",1
2011,"Florida","Christian Identity",2
2011,"Florida","General Hate",5
2011,"Florida","Holocaust Denial",1
2011,"Florida","Ku Klux Klan",6
2011,"Florida","Neo-Confederate",2
2011,"Florida","Neo-Nazi",7
2011,"Florida","Racist Skinhead",11
2011,"Florida","White Nationalist",5
2011,"Florida",NA,15
2011,"Georgia","Anti-LGBTQ",2
2011,"Georgia","Anti-Muslim",1
2011,"Georgia","Christian Identity",2
2011,"Georgia","General Hate",21
2011,"Georgia","Ku Klux Klan",13
2011,"Georgia","Neo-Confederate",3
2011,"Georgia","Neo-Nazi",8
2011,"Georgia","Racist Skinhead",3
2011,"Georgia","White Nationalist",5
2011,"Georgia",NA,7
2011,"Idaho","Christian Identity",7
2011,"Idaho","Holocaust Denial",2
2011,"Idaho","Ku Klux Klan",1
2011,"Idaho","Neo-Nazi",2
2011,"Idaho","Racist Skinhead",3
2011,"Idaho","White Nationalist",3
2011,"Illinois","Anti-LGBTQ",3
2011,"Illinois","Christian Identity",1
2011,"Illinois","General Hate",1
2011,"Illinois","Ku Klux Klan",5
2011,"Illinois","Neo-Nazi",5
2011,"Illinois","Racist Skinhead",3
2011,"Illinois","White Nationalist",5
2011,"Illinois",NA,5
2011,"Indiana","Christian Identity",1
2011,"Indiana","General Hate",1
2011,"Indiana","Ku Klux Klan",7
2011,"Indiana","Neo-Confederate",1
2011,"Indiana","Neo-Nazi",2
2011,"Indiana","Racist Skinhead",2
2011,"Indiana","Radical Traditional Catholicism",1
2011,"Indiana","White Nationalist",4
2011,"Indiana",NA,1
2011,"Iowa","Ku Klux Klan",2
2011,"Iowa","Racist Skinhead",2
2011,"Kansas","Anti-LGBTQ",1
2011,"Kansas","Neo-Nazi",1
2011,"Kansas","Racist Skinhead",1
2011,"Kentucky","Christian Identity",2
2011,"Kentucky","Ku Klux Klan",5
2011,"Kentucky","Neo-Confederate",1
2011,"Kentucky","Neo-Nazi",2
2011,"Kentucky","Racist Skinhead",2
2011,"Kentucky","White Nationalist",1
2011,"Kentucky",NA,1
2011,"Louisiana","Christian Identity",1
2011,"Louisiana","General Hate",2
2011,"Louisiana","Ku Klux Klan",5
2011,"Louisiana","Neo-Confederate",1
2011,"Louisiana","Neo-Nazi",5
2011,"Louisiana","White Nationalist",6
2011,"Louisiana",NA,7
2011,"Maine","Neo-Nazi",3
2011,"Maine","Racist Skinhead",2
2011,"Maine","White Nationalist",1
2011,"Maryland","General Hate",1
2011,"Maryland","Ku Klux Klan",3
2011,"Maryland","Neo-Confederate",1
2011,"Maryland","Neo-Nazi",5
2011,"Maryland","Racist Skinhead",1
2011,"Maryland","White Nationalist",3
2011,"Maryland",NA,4
2011,"Massachusetts","Anti-LGBTQ",2
2011,"Massachusetts","General Hate",1
2011,"Massachusetts","Neo-Nazi",1
2011,"Massachusetts","Racist Skinhead",2
2011,"Massachusetts","White Nationalist",2
2011,"Massachusetts",NA,2
2011,"Michigan","Christian Identity",3
2011,"Michigan","General Hate",1
2011,"Michigan","Ku Klux Klan",4
2011,"Michigan","Neo-Nazi",4
2011,"Michigan","Neo-Völkisch",1
2011,"Michigan","Racist Skinhead",6
2011,"Michigan","White Nationalist",4
2011,"Michigan",NA,3
2011,"Minnesota","Anti-LGBTQ",2
2011,"Minnesota","Christian Identity",3
2011,"Minnesota","Ku Klux Klan",1
2011,"Minnesota","Neo-Nazi",2
2011,"Minnesota","Racist Skinhead",1
2011,"Minnesota","Radical Traditional Catholicism",1
2011,"Minnesota","White Nationalist",1
